"Open P&L","Open P&L %","Net profit: All","Net profit %: All","Net profit: Long","Net profit %: Long","Net profit: Short","Net profit %: Short","Gross profit: All","Gross profit %: All","Gross profit: Long","Gross profit %: Long","Gross profit: Short","Gross profit %: Short","Gross loss: All","Gross loss %: All","Gross loss: Long","Gross loss %: Long","Gross loss: Short","Gross loss %: Short","Commission paid: All","Commission paid: Long","Commission paid: Short","Buy & hold return","Buy & hold return %","Max equity run-up","Max equity run-up %","Max equity drawdown","Max equity drawdown %","Max contracts held: All","Max contracts held: Long","Max contracts held: Short","Total trades: All","Total trades: Long","Total trades: Short","Total open trades: All","Total open trades: Long","Total open trades: Short","Winning trades: All","Winning trades: Long","Winning trades: Short","Losing trades: All","Losing trades: Long","Losing trades: Short","Percent profitable: All","Percent profitable: Long","Percent profitable: Short","Avg P&L: All","Avg P&L %: All","Avg P&L: Long","Avg P&L %: Long","Avg P&L: Short","Avg winning trade: All","Avg winning trade %: All","Avg winning trade: Long","Avg winning trade %: Long","Avg winning trade: Short","Avg losing trade: All","Avg losing trade %: All","Avg losing trade: Long","Avg losing trade %: Long","Avg losing trade: Short","Ratio avg win / avg loss: All","Ratio avg win / avg loss: Long","Ratio avg win / avg loss: Short","Largest winning trade: All","Largest winning trade: Long","Largest winning trade: Short","Largest winning trade percent: All","Largest winning trade percent: Long","Largest winning trade percent: Short","Largest losing trade: All","Largest losing trade: Long","Largest losing trade: Short","Largest losing trade percent: All","Largest losing trade percent: Long","Largest losing trade percent: Short","Avg # bars in trades: All","Avg # bars in trades: Long","Avg # bars in trades: Short","Avg # bars in winning trades: All","Avg # bars in winning trades: Long","Avg # bars in winning trades: Short","Avg # bars in losing trades: All","Avg # bars in losing trades: Long","Avg # bars in losing trades: Short","Sharpe ratio","Sortino ratio","Profit factor: All","Profit factor: Long","Profit factor: Short","Margin calls: All","Margin calls: Long","Margin calls: Short","__Equal High/Low scan window (bars)","__Show as line segments (default: dots)","__⚠ (Deprecated) Fixed Stop-Loss % (unused in HYBRID)","__ATR length (for SL / 1R)","__ATR × m for ATR-SL","__Structure margin: k × ATR beyond ref","__Breakeven offset % when 1R reached (fee buffer)","__Fixed EMA length","__Min bars to hold after 1R (avoid same-bar exit)","__Cooldown bars after exit (no re-entry during period)","__Enable RSI-adapted EMA (longs)","__Weak momentum → short EMA","__Mid momentum → mid EMA","__Strong momentum → long EMA","__RSI length","__RSI mid threshold (≥ is mid)","__RSI strong threshold (≥ is strong)","__Enable breakout long","__Breakout window (Donchian high)","__ATR length (breakout buffer)","__Breakout buffer ATR multiple","__Require close above default EMA","__Enable Breakout score filter (allow A/B only)","__Volume MA length","__Volume threshold: current > MA ×","__Body/ATR threshold (≥ scores +1)","__Close above threshold (in ATR)","__Upper wick/ATR penalty threshold (> scores −1)","__Min headroom to last swing high (ATR ×)","__Headroom penalty weight (if too close)","__EMA slope / ATR min (ε) for bonus","__Slope bonus weight (if slope ≥ ε)","__Pivot length for last swing high","__Grade A min (≥)","__Grade B min (≥)","__Hide signals while in position (plotshape)","__Suppress alerts while in position (alert)","__Label EMA used at TP bar","__Entry-bar label: grade + breakdown","__Show BE armed icon (diamond)","__Show BE price label","__Show BE horizontal line (extendable)","__BE line extend bars to right","__Trend: EMA length (trend/anti-trend + slope)","__Bonus after reclaim: break above last confirmed structure high (BOS)","__ATR length (normalize momentum/room)","__Reclaim bar body ≥ ATR × threshold → +1","__Location quality: reference EMA length","__Headroom: if distance to last swing high < ATR × threshold → −1","__Multi-sweep count lookback","__Multi-sweep bonus threshold","__Inputs in status line","_setTime_","_parseTime_","comment"
0,0,8649380.81,864938.08,8649380.81,864938.08,0,0,9505651.05,950565.11,9505651.05,950565.11,0,0,856270.24,85627.02,856270.24,85627.02,0,0,156803.8,156803.8,0,3401.78,340.18,11425318.88,99.99,457124.28,29.95,5634,5634,0,60,60,0,0,0,0,37,37,0,23,23,0,61.67,61.67,"∅",144156.35,7.6,144156.35,7.6,"∅",256909.49,14.65,256909.49,14.65,"∅",37229.14,3.74,37229.14,3.74,"∅",6.901,6.901,"∅",3506303.67,3506303.67,"∅",82.84,82.84,"∅",179059.42,179059.42,"∅",7.2,7.2,"∅",55,55,0,82,82,0,11,11,0,0.471,3.532,11.101,11.101,0,4,4,0,28,0,4,34,1.8,0.25,0.125,134,4,1,true,35,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,240,1,20,1,true,0.4,1.5,"Changed ""Location quality: reference EMA length"": 190 => 240."
0,0,8649380.81,864938.08,8649380.81,864938.08,0,0,9505651.05,950565.11,9505651.05,950565.11,0,0,856270.24,85627.02,856270.24,85627.02,0,0,156803.8,156803.8,0,3402.27,340.23,11425318.88,99.99,457124.28,29.95,5634,5634,0,60,60,0,0,0,0,37,37,0,23,23,0,61.67,61.67,"∅",144156.35,7.6,144156.35,7.6,"∅",256909.49,14.65,256909.49,14.65,"∅",37229.14,3.74,37229.14,3.74,"∅",6.901,6.901,"∅",3506303.67,3506303.67,"∅",82.84,82.84,"∅",179059.42,179059.42,"∅",7.2,7.2,"∅",55,55,0,82,82,0,11,11,0,0.471,3.532,11.101,11.101,0,4,4,0,28,0,4,34,1.8,0.25,0.125,134,4,1,true,35,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,2,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.7,1.7,"Changed ""Grade B min (≥)"": 1 => 2."
0,0,8649380.81,864938.08,8649380.81,864938.08,0,0,9505651.05,950565.11,9505651.05,950565.11,0,0,856270.24,85627.02,856270.24,85627.02,0,0,156803.8,156803.8,0,3401.18,340.12,11425318.88,99.99,457124.28,29.95,5634,5634,0,60,60,0,0,0,0,37,37,0,23,23,0,61.67,61.67,"∅",144156.35,7.6,144156.35,7.6,"∅",256909.49,14.65,256909.49,14.65,"∅",37229.14,3.74,37229.14,3.74,"∅",6.901,6.901,"∅",3506303.67,3506303.67,"∅",82.84,82.84,"∅",179059.42,179059.42,"∅",7.2,7.2,"∅",55,55,0,82,82,0,11,11,0,0.471,3.532,11.101,11.101,0,4,4,0,28,0,4,34,1.8,0.25,0.125,134,4,1,true,35,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,5,1.6,190,1,20,1,true,0.6,1.8,"Changed ""ATR length (normalize momentum/room)"": 6 => 5."
0,0,9605532.09,960553.21,9605532.09,960553.21,0,0,10292442.25,1029244.23,10292442.25,1029244.23,0,0,686910.16,68691.02,686910.16,68691.02,0,0,165865.63,165865.63,0,3400.1,340.01,12688302.35,99.99,507651.52,30.05,6257,6257,0,58,58,0,0,0,0,36,36,0,22,22,0,62.07,62.07,"∅",165612.62,8,165612.62,8,"∅",285901.17,15.05,285901.17,15.05,"∅",31223.19,3.53,31223.19,3.53,"∅",9.157,9.157,"∅",3893865.49,3893865.49,"∅",82.84,82.84,"∅",197870.35,197870.35,"∅",7.2,7.2,"∅",56,56,0,85,85,0,9,9,0,0.475,3.759,14.984,14.984,0,3,3,0,28,0,4,42,1.8,0.25,0.125,134,4,1,true,35,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.4,1.5,"Changed ""ATR length (for SL / 1R)"": 34 => 42."
2002988.99,39.87,5022534.7,502253.47,5022534.7,502253.47,0,0,5565821.61,556582.16,5565821.61,556582.16,0,0,543286.91,54328.69,543286.91,54328.69,0,0,76233.96,76233.96,0,3399.89,339.99,9485006.23,99.99,379458.28,30.08,3943,3943,0,52,52,0,1,1,0,31,31,0,21,21,0,59.62,59.62,"∅",96587.21,8.23,96587.21,8.23,"∅",179542.63,16.23,179542.63,16.23,"∅",25870.81,3.58,25870.81,3.58,"∅",6.94,6.94,"∅",2543815.52,2543815.52,"∅",60.94,60.94,"∅",143229.95,143229.95,"∅",7.2,7.2,"∅",71,71,0,113,113,0,10,10,0,0.499,3.727,10.245,10.245,"∅",4,4,0,28,0,4,42,1.8,0.25,0.125,134,4,1,true,35,81,286,9,15,23,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.3,1.8,"Changed ""RSI strong threshold (≥ is strong)"": 36 => 23."
0,0,9605532.09,960553.21,9605532.09,960553.21,0,0,10292442.25,1029244.23,10292442.25,1029244.23,0,0,686910.16,68691.02,686910.16,68691.02,0,0,165865.63,165865.63,0,3400.11,340.01,12688302.35,99.99,507651.52,30.05,6257,6257,0,58,58,0,0,0,0,36,36,0,22,22,0,62.07,62.07,"∅",165612.62,8,165612.62,8,"∅",285901.17,15.05,285901.17,15.05,"∅",31223.19,3.53,31223.19,3.53,"∅",9.157,9.157,"∅",3893865.49,3893865.49,"∅",82.84,82.84,"∅",197870.35,197870.35,"∅",7.2,7.2,"∅",56,56,0,85,85,0,9,9,0,0.475,3.759,14.984,14.984,0,3,3,0,28,0,4,42,1.8,0.25,0.125,134,4,1,true,35,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,2,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.6,1.7,"Changed ""Grade A min (≥)"": 1 => 2."
0,0,4262155.76,426215.58,4262155.76,426215.58,-3e-7,0,4677603.69,467760.37,4677603.69,467760.37,0,0,415447.93,41544.79,415447.93,41544.79,3e-7,0,77272.75,77272.75,3e-7,3399.99,340,5630218.43,99.98,225283.95,30.05,2777,2777,0,63,63,0,0,0,0,39,39,0,24,24,0,61.9,61.9,"∅",67653.27,6.34,67653.27,6.34,"∅",119938.56,12.32,119938.56,12.32,"∅",17310.33,3.39,17310.33,3.39,"∅",6.929,6.929,"∅",1728007.06,1728007.06,"∅",56.34,56.34,"∅",88988.19,88988.19,"∅",7.2,7.2,"∅",51,51,0,75,75,0,11,11,0,0.484,3.306,11.259,11.259,0,3,3,0,28,0,4,42,1.8,0.25,0.125,134,4,1,true,35,81,286,9,15,58,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.6,1.6,"Changed ""RSI strong threshold (≥ is strong)"": 36 => 58."
1802134.98,39.88,4518166.15,451816.61,4518166.15,451816.61,0,0,5047879.79,504787.98,5047879.79,504787.98,0,0,529713.64,52971.36,529713.64,52971.36,0,0,70395.76,70395.76,0,3399.97,340,8532600.69,99.99,347316.59,30.19,3548,3548,0,51,51,0,1,1,0,30,30,0,21,21,0,58.82,58.82,"∅",88591.49,8.29,88591.49,8.29,"∅",168262.66,16.63,168262.66,16.63,"∅",25224.46,3.63,25224.46,3.63,"∅",6.671,6.671,"∅",2249371.16,2249371.16,"∅",60.94,60.94,"∅",137544.56,137544.56,"∅",7.2,7.2,"∅",77,77,0,124,124,0,10,10,0,0.5,3.994,9.529,9.529,"∅",4,4,0,28,0,4,42,1.8,0.25,0.125,134,4,1,true,35,81,286,23,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.5,1.8,"Changed ""RSI length"": 9 => 23."
0,0,7328111.74,732811.17,7328111.74,732811.17,-4e-7,0,8019178.3,801917.83,8019178.3,801917.83,0,0,691066.57,69106.66,691066.57,69106.66,4e-7,0,131445.51,131445.51,4e-7,3400.43,340.04,9643931.03,99.99,385857.61,29.38,4756,4756,0,60,60,0,0,0,0,36,36,0,24,24,0,60,60,"∅",122135.2,7.6,122135.2,7.6,"∅",222754.95,15.1,222754.95,15.1,"∅",28794.44,3.64,28794.44,3.64,"∅",7.736,7.736,"∅",2959663.26,2959663.26,"∅",82.84,82.84,"∅",149839.94,149839.94,"∅",7.2,7.2,"∅",54,54,0,84,84,0,11,11,0,0.465,3.54,11.604,11.604,0,3,3,0,28,0,4,42,1.8,0.25,0.25,134,4,1,true,35,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.5,1.5,"Changed ""Breakeven offset % when 1R reached (fee buffer)"": 0.125 => 0.25."
0,0,9605532.09,960553.21,9605532.09,960553.21,0,0,10292442.25,1029244.23,10292442.25,1029244.23,0,0,686910.16,68691.02,686910.16,68691.02,0,0,165865.63,165865.63,0,3400.37,340.04,12688302.35,99.99,507651.52,30.05,6257,6257,0,58,58,0,0,0,0,36,36,0,22,22,0,62.07,62.07,"∅",165612.62,8,165612.62,8,"∅",285901.17,15.05,285901.17,15.05,"∅",31223.19,3.53,31223.19,3.53,"∅",9.157,9.157,"∅",3893865.49,3893865.49,"∅",82.84,82.84,"∅",197870.35,197870.35,"∅",7.2,7.2,"∅",56,56,0,85,85,0,9,9,0,0.475,3.759,14.984,14.984,0,3,3,0,28,0,4,42,1.8,0.25,0.125,134,4,1,true,35,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,37,1,true,0.5,1.9,"Changed ""Multi-sweep count lookback"": 20 => 37."
0,0,9605532.09,960553.21,9605532.09,960553.21,0,0,10292442.25,1029244.23,10292442.25,1029244.23,0,0,686910.16,68691.02,686910.16,68691.02,0,0,165865.63,165865.63,0,3400.48,340.05,12688302.35,99.99,507651.52,30.05,6257,6257,0,58,58,0,0,0,0,36,36,0,22,22,0,62.07,62.07,"∅",165612.62,8,165612.62,8,"∅",285901.17,15.05,285901.17,15.05,"∅",31223.19,3.53,31223.19,3.53,"∅",9.157,9.157,"∅",3893865.49,3893865.49,"∅",82.84,82.84,"∅",197870.35,197870.35,"∅",7.2,7.2,"∅",56,56,0,85,85,0,9,9,0,0.475,3.759,14.984,14.984,0,3,3,0,28,0,4,42,1.8,0.25,0.125,134,4,1,true,35,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,0,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.5,1.9,"Changed ""Slope bonus weight (if slope ≥ ε)"": 1 => 0."
0,0,1655079.53,165507.95,1655079.53,165507.95,2e-8,0,1811398.4,181139.84,1811398.4,181139.84,0,0,156318.87,15631.89,156318.87,15631.89,-2e-8,0,50555.71,50555.71,-2e-8,2926.18,292.62,2106271.11,99.96,66940.35,41.71,1200,1200,0,76,76,0,0,0,0,44,44,0,32,32,0,57.89,57.89,"∅",21777.36,4.71,21777.36,4.71,"∅",41168.15,10.71,41168.15,10.71,"∅",4884.96,3.53,4884.96,3.53,"∅",8.428,8.428,"∅",738748.78,738748.78,"∅",56.34,56.34,"∅",25545.69,25545.69,"∅",8.45,8.45,"∅",43,43,0,68,68,0,9,9,0,0.397,2.859,11.588,11.588,0,5,5,0,28,0,4,42,1.8,0.25,0.125,134,4,1,true,35,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,0,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.6,1.6,"Changed ""Grade B min (≥)"": 1 => 0."
0,0,9605532.09,960553.21,9605532.09,960553.21,0,0,10292442.25,1029244.23,10292442.25,1029244.23,0,0,686910.16,68691.02,686910.16,68691.02,0,0,165865.63,165865.63,0,3399.98,340,12688302.35,99.99,507651.52,30.05,6257,6257,0,58,58,0,0,0,0,36,36,0,22,22,0,62.07,62.07,"∅",165612.62,8,165612.62,8,"∅",285901.17,15.05,285901.17,15.05,"∅",31223.19,3.53,31223.19,3.53,"∅",9.157,9.157,"∅",3893865.49,3893865.49,"∅",82.84,82.84,"∅",197870.35,197870.35,"∅",7.2,7.2,"∅",56,56,0,85,85,0,9,9,0,0.475,3.759,14.984,14.984,0,3,3,0,28,0,4,42,1.8,0.25,0.125,134,4,1,true,35,81,286,9,13,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.7,1.8,"Changed ""RSI mid threshold (≥ is mid)"": 15 => 13."
0,0,9527422.3,952742.23,9527422.3,952742.23,-2e-7,0,10213894.31,1021389.43,10213894.31,1021389.43,0,0,686472.01,68647.2,686472.01,68647.2,2e-7,0,164860.62,164860.62,2e-7,3400.28,340.03,12585126.87,99.99,503523.86,30.05,6206,6206,0,58,58,0,0,0,0,36,36,0,22,22,0,62.07,62.07,"∅",164265.9,8,164265.9,8,"∅",283719.29,15.05,283719.29,15.05,"∅",31203.27,3.53,31203.27,3.53,"∅",9.093,9.093,"∅",3862204.81,3862204.81,"∅",82.84,82.84,"∅",197870.35,197870.35,"∅",7.2,7.2,"∅",56,56,0,85,85,0,9,9,0,0.475,3.757,14.879,14.879,0,3,3,0,28,0,4,42,1.8,0.25,0.125,134,3,1,true,35,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.5,1.6,"Changed ""Min bars to hold after 1R (avoid same-bar exit)"": 4 => 3."
0,0,33493.86,3349.39,33493.86,3349.39,0,0,44039.3,4403.93,44039.3,4403.93,0,0,10545.44,1054.54,10545.44,1054.54,0,0,981.54,981.54,0,3400.34,340.03,39372.6,97.53,3118.42,41.05,24,24,0,46,46,0,0,0,0,22,22,0,24,24,0,47.83,47.83,"∅",728.13,4.25,728.13,4.25,"∅",2001.79,11.97,2001.79,11.97,"∅",439.39,2.83,439.39,2.83,"∅",4.556,4.556,"∅",16970.13,16970.13,"∅",82.84,82.84,"∅",2464.11,2464.11,"∅",8.78,8.78,"∅",38,38,0,75,75,0,5,5,0,0.264,1.619,4.176,4.176,"∅",2,2,0,28,0,4,42,1.8,0.25,0.125,134,4,1,true,35,81,286,9,15,36,true,21,13,1.6,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.5,1.9,"Changed ""Breakout buffer ATR multiple"": 0.8 => 1.6."
0,0,4262155.76,426215.58,4262155.76,426215.58,-3e-7,0,4677603.69,467760.37,4677603.69,467760.37,0,0,415447.93,41544.79,415447.93,41544.79,3e-7,0,77272.75,77272.75,3e-7,3401.28,340.13,5630218.43,99.98,225283.95,30.05,2777,2777,0,63,63,0,0,0,0,39,39,0,24,24,0,61.9,61.9,"∅",67653.27,6.34,67653.27,6.34,"∅",119938.56,12.32,119938.56,12.32,"∅",17310.33,3.39,17310.33,3.39,"∅",6.929,6.929,"∅",1728007.06,1728007.06,"∅",56.34,56.34,"∅",88988.19,88988.19,"∅",7.2,7.2,"∅",51,51,0,75,75,0,11,11,0,0.484,3.306,11.259,11.259,0,3,3,0,28,0,4,42,1.8,0.25,0.125,134,4,1,true,35,81,286,9,15,53,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.5,1.8,"Changed ""RSI strong threshold (≥ is strong)"": 36 => 53."
0,0,9605532.09,960553.21,9605532.09,960553.21,0,0,10292442.25,1029244.23,10292442.25,1029244.23,0,0,686910.16,68691.02,686910.16,68691.02,0,0,165865.63,165865.63,0,3402.43,340.24,12688302.35,99.99,507651.52,30.05,6257,6257,0,58,58,0,0,0,0,36,36,0,22,22,0,62.07,62.07,"∅",165612.62,8,165612.62,8,"∅",285901.17,15.05,285901.17,15.05,"∅",31223.19,3.53,31223.19,3.53,"∅",9.157,9.157,"∅",3893865.49,3893865.49,"∅",82.84,82.84,"∅",197870.35,197870.35,"∅",7.2,7.2,"∅",56,56,0,85,85,0,9,9,0,0.475,3.759,14.984,14.984,0,3,3,0,28,0,4,42,1.8,0.25,0.125,134,4,1,true,35,81,286,9,15,36,true,21,13,0.8,true,true,9,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.5,1.8,"Changed ""Volume MA length"": 10 => 9."
0,0,9605532.09,960553.21,9605532.09,960553.21,0,0,10292442.25,1029244.23,10292442.25,1029244.23,0,0,686910.16,68691.02,686910.16,68691.02,0,0,165865.63,165865.63,0,3402.43,340.24,12688302.35,99.99,507651.52,30.05,6257,6257,0,58,58,0,0,0,0,36,36,0,22,22,0,62.07,62.07,"∅",165612.62,8,165612.62,8,"∅",285901.17,15.05,285901.17,15.05,"∅",31223.19,3.53,31223.19,3.53,"∅",9.157,9.157,"∅",3893865.49,3893865.49,"∅",82.84,82.84,"∅",197870.35,197870.35,"∅",7.2,7.2,"∅",56,56,0,85,85,0,9,9,0,0.475,3.759,14.984,14.984,0,3,3,0,28,0,4,42,1.8,0.25,0.125,134,4,1,true,35,81,286,9,15,36,true,21,13,0.8,true,true,10,1.7,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.5,1.7,"Changed ""Volume threshold: current > MA ×"": 1.4 => 1.7."
0,0,7744603.93,774460.39,7744603.93,774460.39,0,0,8275761.97,827576.2,8275761.97,827576.2,0,0,531158.05,53115.8,531158.05,53115.8,0,0,124824.63,124824.63,0,3401.94,340.19,10230196.03,99.99,409311.88,34.78,5045,5045,0,57,57,0,0,0,0,36,36,0,21,21,0,63.16,63.16,"∅",135870.24,7.97,135870.24,7.97,"∅",229882.28,14.81,229882.28,14.81,"∅",25293.24,3.76,25293.24,3.76,"∅",9.089,9.089,"∅",3139565.79,3139565.79,"∅",82.84,82.84,"∅",160781.57,160781.57,"∅",7.2,7.2,"∅",57,57,0,85,85,0,10,10,0,0.467,3.844,15.581,15.581,"∅",3,3,0,28,0,4,42,1.8,0.25,0.125,134,4,1,true,35,81,286,9,15,36,true,21,37,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.5,1.8,"Changed ""ATR length (breakout buffer)"": 13 => 37."
0,0,9575567.9,957556.79,9575567.9,957556.79,1e-7,0,10262310.01,1026231,10262310.01,1026231,0,0,686742.11,68674.21,686742.11,68674.21,-1e-7,0,165480.09,165480.09,-1e-7,3401.85,340.19,12648722.57,99.99,506068.1,30.05,6237,6237,0,58,58,0,0,0,0,36,36,0,22,22,0,62.07,62.07,"∅",165096,8,165096,8,"∅",285064.17,15.05,285064.17,15.05,"∅",31215.55,3.53,31215.55,3.53,"∅",9.132,9.132,"∅",3881719.87,3881719.87,"∅",82.84,82.84,"∅",197870.35,197870.35,"∅",7.2,7.2,"∅",56,56,0,85,85,0,9,9,0,0.475,3.758,14.943,14.943,0,3,3,0,28,0,4,42,1.8,0.25,0.125,134,1,1,true,35,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.5,1.5,"Changed ""Min bars to hold after 1R (avoid same-bar exit)"": 4 => 1."
0,0,5515909.34,551590.93,5515909.34,551590.93,1e-7,0,6196656.11,619665.61,6196656.11,619665.61,0,0,680746.77,68074.68,680746.77,68074.68,-1e-7,0,106652.55,106652.55,-1e-7,3401.87,340.19,7286305.78,99.99,291537.81,34.95,3593,3593,0,64,64,0,0,0,0,36,36,0,28,28,0,56.25,56.25,"∅",86186.08,6.94,86186.08,6.94,"∅",172129.34,15.27,172129.34,15.27,"∅",24312.38,3.77,24312.38,3.77,"∅",7.08,7.08,"∅",2236197.54,2236197.54,"∅",82.84,82.84,"∅",116299.73,116299.73,"∅",7.34,7.34,"∅",50,50,0,82,82,0,10,10,0,0.455,3.207,9.103,9.103,0,4,4,0,28,0,4,42,1.8,0.25,0.125,134,4,1,true,35,81,400,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.5,1.5,"Changed ""Strong momentum → long EMA"": 286 => 400."
0,0,9605532.09,960553.21,9605532.09,960553.21,0,0,10292442.25,1029244.23,10292442.25,1029244.23,0,0,686910.16,68691.02,686910.16,68691.02,0,0,165865.63,165865.63,0,3400.73,340.07,12688302.35,99.99,507651.52,30.05,6257,6257,0,58,58,0,0,0,0,36,36,0,22,22,0,62.07,62.07,"∅",165612.62,8,165612.62,8,"∅",285901.17,15.05,285901.17,15.05,"∅",31223.19,3.53,31223.19,3.53,"∅",9.157,9.157,"∅",3893865.49,3893865.49,"∅",82.84,82.84,"∅",197870.35,197870.35,"∅",7.2,7.2,"∅",56,56,0,85,85,0,9,9,0,0.475,3.759,14.984,14.984,0,3,3,0,28,0,4,42,1.8,0.25,0.125,134,4,1,true,52,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.5,1.9,"Changed ""Weak momentum → short EMA"": 35 => 52."
0,0,1362929.03,136292.9,1362929.03,136292.9,-5e-7,0,1858863.09,185886.31,1858863.09,185886.31,0,0,495934.06,49593.41,495934.06,49593.41,5e-7,0,39167.77,39167.77,5e-7,3400.95,340.1,1880739.18,99.95,226887.12,36.35,1113,1113,0,54,54,0,0,0,0,33,33,0,21,21,0,61.11,61.11,"∅",25239.43,6.83,25239.43,6.83,"∅",56329.18,13.45,56329.18,13.45,"∅",23615.91,3.58,23615.91,3.58,"∅",2.385,2.385,"∅",834523.91,834523.91,"∅",82.84,82.84,"∅",181336.36,181336.36,"∅",7.2,7.2,"∅",52,52,0,78,78,0,10,10,0,0.42,3.029,3.748,3.748,0,3,3,0,28,0,4,42,1.8,0.25,0.125,134,4,1,true,35,81,286,9,15,36,true,42,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.5,1.8,"Changed ""Breakout window (Donchian high)"": 21 => 42."
0,0,609413.16,60941.32,609413.16,60941.32,3e-8,0,675719.71,67571.97,675719.71,67571.97,0,0,66306.55,6630.65,66306.55,6630.65,-3e-8,0,11285.1,11285.1,-3e-8,2522.02,252.2,805564.91,99.91,32256.89,44.1,398,398,0,63,63,0,0,0,0,35,35,0,28,28,0,55.56,55.56,"∅",9673.22,5.59,9673.22,5.59,"∅",19306.28,13.39,19306.28,13.39,"∅",2368.09,4.18,2368.09,4.18,"∅",8.153,8.153,"∅",247422.06,247422.06,"∅",56.34,56.34,"∅",12600.57,12600.57,"∅",11.89,11.89,"∅",49,49,0,80,80,0,12,12,0,0.399,1.948,10.191,10.191,0,5,5,0,28,0,4,42,1.8,0.25,0.125,134,4,1,true,35,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,64,true,6,1.6,190,1,20,1,true,0.6,1.7,"Changed ""Trend: EMA length (trend/anti-trend + slope)"": 80 => 64."
