"Open P&L","Open P&L %","Net profit: All","Net profit %: All","Net profit: Long","Net profit %: Long","Net profit: Short","Net profit %: Short","Gross profit: All","Gross profit %: All","Gross profit: Long","Gross profit %: Long","Gross profit: Short","Gross profit %: Short","Gross loss: All","Gross loss %: All","Gross loss: Long","Gross loss %: Long","Gross loss: Short","Gross loss %: Short","Commission paid: All","Commission paid: Long","Commission paid: Short","Buy & hold return","Buy & hold return %","Max equity run-up","Max equity run-up %","Max equity drawdown","Max equity drawdown %","Max contracts held: All","Max contracts held: Long","Max contracts held: Short","Total trades: All","Total trades: Long","Total trades: Short","Total open trades: All","Total open trades: Long","Total open trades: Short","Winning trades: All","Winning trades: Long","Winning trades: Short","Losing trades: All","Losing trades: Long","Losing trades: Short","Percent profitable: All","Percent profitable: Long","Percent profitable: Short","Avg P&L: All","Avg P&L %: All","Avg P&L: Long","Avg P&L %: Long","Avg P&L: Short","Avg winning trade: All","Avg winning trade %: All","Avg winning trade: Long","Avg winning trade %: Long","Avg winning trade: Short","Avg losing trade: All","Avg losing trade %: All","Avg losing trade: Long","Avg losing trade %: Long","Avg losing trade: Short","Ratio avg win / avg loss: All","Ratio avg win / avg loss: Long","Ratio avg win / avg loss: Short","Largest winning trade: All","Largest winning trade: Long","Largest winning trade: Short","Largest winning trade percent: All","Largest winning trade percent: Long","Largest winning trade percent: Short","Largest losing trade: All","Largest losing trade: Long","Largest losing trade: Short","Largest losing trade percent: All","Largest losing trade percent: Long","Largest losing trade percent: Short","Avg # bars in trades: All","Avg # bars in trades: Long","Avg # bars in trades: Short","Avg # bars in winning trades: All","Avg # bars in winning trades: Long","Avg # bars in winning trades: Short","Avg # bars in losing trades: All","Avg # bars in losing trades: Long","Avg # bars in losing trades: Short","Sharpe ratio","Sortino ratio","Profit factor: All","Profit factor: Long","Profit factor: Short","Margin calls: All","Margin calls: Long","Margin calls: Short","__Equal High/Low scan window (bars)","__Show as line segments (default: dots)","__⚠ (Deprecated) Fixed Stop-Loss % (unused in HYBRID)","__ATR length (for SL / 1R)","__ATR × m for ATR-SL","__Structure margin: k × ATR beyond ref","__Breakeven offset % when 1R reached (fee buffer)","__Fixed EMA length","__Min bars to hold after 1R (avoid same-bar exit)","__Cooldown bars after exit (no re-entry during period)","__Enable RSI-adapted EMA (longs)","__Weak momentum → short EMA","__Mid momentum → mid EMA","__Strong momentum → long EMA","__RSI length","__RSI mid threshold (≥ is mid)","__RSI strong threshold (≥ is strong)","__Enable breakout long","__Breakout window (Donchian high)","__ATR length (breakout buffer)","__Breakout buffer ATR multiple","__Require close above default EMA","__Enable Breakout score filter (allow A/B only)","__Volume MA length","__Volume threshold: current > MA ×","__Body/ATR threshold (≥ scores +1)","__Close above threshold (in ATR)","__Upper wick/ATR penalty threshold (> scores −1)","__Min headroom to last swing high (ATR ×)","__Headroom penalty weight (if too close)","__EMA slope / ATR min (ε) for bonus","__Slope bonus weight (if slope ≥ ε)","__Pivot length for last swing high","__Grade A min (≥)","__Grade B min (≥)","__Hide signals while in position (plotshape)","__Suppress alerts while in position (alert)","__Label EMA used at TP bar","__Entry-bar label: grade + breakdown","__Show BE armed icon (diamond)","__Show BE price label","__Show BE horizontal line (extendable)","__BE line extend bars to right","__Trend: EMA length (trend/anti-trend + slope)","__Bonus after reclaim: break above last confirmed structure high (BOS)","__ATR length (normalize momentum/room)","__Reclaim bar body ≥ ATR × threshold → +1","__Location quality: reference EMA length","__Headroom: if distance to last swing high < ATR × threshold → −1","__Multi-sweep count lookback","__Multi-sweep bonus threshold","__Inputs in status line","_setTime_","_parseTime_","comment"
0,0,11472554.77,1147255.48,11472554.77,1147255.48,-0.000001,0,12294692.78,1229469.28,12294692.78,1229469.28,0,0,822138.01,82213.8,822138.01,82213.8,0.000001,0,197575.23,197575.23,0.000001,3406.99,340.7,15154458.96,99.99,606313.27,30.65,7473,7473,0,57,57,0,0,0,0,37,37,0,20,20,0,64.91,64.91,"∅",201272.89,8.11,201272.89,8.11,"∅",332288.99,14.47,332288.99,14.47,"∅",41106.9,3.66,41106.9,3.66,"∅",8.084,8.084,"∅",4650635.33,4650635.33,"∅",82.84,82.84,"∅",237585.04,237585.04,"∅",7.2,7.2,"∅",60,60,0,89,89,0,8,8,0,0.484,3.932,14.955,14.955,0,4,4,0,28,0,4,42,1.9,0.25,0.125,134,4,1,true,35,81,286,13,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.7,1.7,"Changed ""RSI length"": 9 => 13."
0,0,13466295.11,1346629.51,13466295.11,1346629.51,0.000001,0,14455823.3,1445582.33,14455823.3,1445582.33,0,0,989528.19,98952.82,989528.19,98952.82,-0.000001,0,233202.44,233202.44,-0.000001,3406.95,340.7,17821310.66,99.99,713004.03,31.28,8788,8788,0,58,58,0,0,0,0,26,26,0,32,32,0,44.83,44.83,"∅",232177.5,8.1,232177.5,8.1,"∅",555993.2,20.91,555993.2,20.91,"∅",30922.76,2.31,30922.76,2.31,"∅",17.98,17.98,"∅",5468991.12,5468991.12,"∅",82.84,82.84,"∅",278939.5,278939.5,"∅",7.2,7.2,"∅",57,57,0,111,111,0,13,13,0,0.489,3.986,14.609,14.609,0,4,4,0,28,0,4,42,1.9,0.25,0.0625,134,4,1,true,35,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.8,2,"Changed ""Breakeven offset % when 1R reached (fee buffer)"": 0.125 => 0.0625."
0,0,2371510.08,237151.01,2371510.08,237151.01,3e-8,0,2593160.95,259316.1,2593160.95,259316.1,0,0,221650.87,22165.09,221650.87,22165.09,-3e-8,0,72333.69,72333.69,-3e-8,2932.51,293.25,3017826.55,99.97,96048.7,41.71,1719,1719,0,78,78,0,0,0,0,46,46,0,32,32,0,58.97,58.97,"∅",30403.98,4.53,30403.98,4.53,"∅",56373.06,10.29,56373.06,10.29,"∅",6926.59,3.74,6926.59,3.74,"∅",8.139,8.139,"∅",1058336.2,1058336.2,"∅",56.34,56.34,"∅",36650.49,36650.49,"∅",8.45,8.45,"∅",43,43,0,67,67,0,9,9,0,0.411,3.073,11.699,11.699,0,8,8,0,28,0,4,42,1.9,0.25,0.125,134,4,1,true,35,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,0,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.9,1.7,"Changed ""Grade A min (≥)"": 1 => 0."
0,0,13800703.2,1380070.32,13800703.2,1380070.32,2e-7,0,14787054.64,1478705.46,14787054.64,1478705.46,0,0,986351.45,98635.14,986351.45,98635.14,-2e-7,0,238146.66,238146.66,-2e-7,3406.96,340.7,18229718.12,99.99,729342.92,30.89,8989,8989,0,58,58,0,0,0,0,38,38,0,20,20,0,65.52,65.52,"∅",237943.16,8.12,237943.16,8.12,"∅",389133.02,14.32,389133.02,14.32,"∅",49317.57,3.66,49317.57,3.66,"∅",7.89,7.89,"∅",5594315.72,5594315.72,"∅",82.84,82.84,"∅",284800.22,284800.22,"∅",7.2,7.2,"∅",57,57,0,83,83,0,8,8,0,0.49,4.008,14.992,14.992,0,4,4,0,28,0,4,42,1.9,0.25,0.125,134,4,1,true,35,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,4,1.6,190,1,20,1,true,0.9,1.6,"Changed ""ATR length (normalize momentum/room)"": 6 => 4."
0,0,13800703.2,1380070.32,13800703.2,1380070.32,2e-7,0,14787054.64,1478705.46,14787054.64,1478705.46,0,0,986351.45,98635.14,986351.45,98635.14,-2e-7,0,238146.66,238146.66,-2e-7,3407.22,340.72,18229718.12,99.99,729342.92,30.89,8989,8989,0,58,58,0,0,0,0,38,38,0,20,20,0,65.52,65.52,"∅",237943.16,8.12,237943.16,8.12,"∅",389133.02,14.32,389133.02,14.32,"∅",49317.57,3.66,49317.57,3.66,"∅",7.89,7.89,"∅",5594315.72,5594315.72,"∅",82.84,82.84,"∅",284800.22,284800.22,"∅",7.2,7.2,"∅",57,57,0,83,83,0,8,8,0,0.49,4.008,14.992,14.992,0,4,4,0,28,0,4,42,1.9,0.25,0.125,134,4,1,true,35,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,0,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.7,1.6,"Changed ""Slope bonus weight (if slope ≥ ε)"": 1 => 0."
0,0,13800703.2,1380070.32,13800703.2,1380070.32,2e-7,0,14787054.64,1478705.46,14787054.64,1478705.46,0,0,986351.45,98635.14,986351.45,98635.14,-2e-7,0,238146.66,238146.66,-2e-7,3407.5,340.75,18229718.12,99.99,729342.92,30.89,8989,8989,0,58,58,0,0,0,0,38,38,0,20,20,0,65.52,65.52,"∅",237943.16,8.12,237943.16,8.12,"∅",389133.02,14.32,389133.02,14.32,"∅",49317.57,3.66,49317.57,3.66,"∅",7.89,7.89,"∅",5594315.72,5594315.72,"∅",82.84,82.84,"∅",284800.22,284800.22,"∅",7.2,7.2,"∅",57,57,0,83,83,0,8,8,0,0.49,4.008,14.992,14.992,0,4,4,0,28,0,4,42,1.9,0.25,0.125,134,4,0,true,35,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.7,1.5,"Changed ""Cooldown bars after exit (no re-entry during period)"": 1 => 0."
0,0,13800703.2,1380070.32,13800703.2,1380070.32,2e-7,0,14787054.64,1478705.46,14787054.64,1478705.46,0,0,986351.45,98635.14,986351.45,98635.14,-2e-7,0,238146.66,238146.66,-2e-7,3407.5,340.75,18229718.12,99.99,729342.92,30.89,8989,8989,0,58,58,0,0,0,0,38,38,0,20,20,0,65.52,65.52,"∅",237943.16,8.12,237943.16,8.12,"∅",389133.02,14.32,389133.02,14.32,"∅",49317.57,3.66,49317.57,3.66,"∅",7.89,7.89,"∅",5594315.72,5594315.72,"∅",82.84,82.84,"∅",284800.22,284800.22,"∅",7.2,7.2,"∅",57,57,0,83,83,0,8,8,0,0.49,4.008,14.992,14.992,0,4,4,0,28,0,4,42,1.9,0.25,0.125,134,4,1,true,35,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,0,20,1,true,0.7,1.6,"Changed ""Headroom: if distance to last swing high < ATR × threshold → −1"": 1 => 0."
0,0,9873380.91,987338.09,9873380.91,987338.09,0,0,11363609.22,1136360.92,11363609.22,1136360.92,0,0,1490228.31,149022.83,1490228.31,149022.83,0,0,211373.32,211373.32,0,3407.62,340.76,13042104.76,99.99,738869.61,30.89,6431,6431,0,58,58,0,0,0,0,37,37,0,21,21,0,63.79,63.79,"∅",170230.71,7.93,170230.71,7.93,"∅",307124.57,14.37,307124.57,14.37,"∅",70963.25,3.42,70963.25,3.42,"∅",4.328,4.328,"∅",3629846.23,3629846.23,"∅",82.84,82.84,"∅",598915.32,598915.32,"∅",7.2,7.2,"∅",56,56,0,84,84,0,7,7,0,0.486,3.782,7.625,7.625,0,3,3,0,28,0,4,42,1.9,0.0625,0.125,134,4,1,true,35,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.8,1.7,"Changed ""Structure margin: k × ATR beyond ref"": 0.25 => 0.0625."
0,0,6727557.74,672755.77,6727557.74,672755.77,1e-7,0,7359183.35,735918.34,7359183.35,735918.34,0,0,631625.61,63162.56,631625.61,63162.56,-1e-7,0,123256.1,123256.1,-1e-7,3407.72,340.77,8886776.26,99.99,355566.7,30.73,4382,4382,0,61,61,0,0,0,0,40,40,0,21,21,0,65.57,65.57,"∅",110287.83,7.29,110287.83,7.29,"∅",183979.58,13.11,183979.58,13.11,"∅",30077.41,3.78,30077.41,3.78,"∅",6.117,6.117,"∅",2727321.09,2727321.09,"∅",82.84,82.84,"∅",138897.16,138897.16,"∅",7.2,7.2,"∅",53,53,0,76,76,0,10,10,0,0.461,3.629,11.651,11.651,0,4,4,0,28,0,4,42,1.9,0.25,0.125,134,4,1,true,35,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,3,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.7,1.6,"Changed ""Headroom penalty weight (if too close)"": 2 => 3."
0,0,3349907.89,334990.79,3349907.89,334990.79,-3e-7,0,3672225.89,367222.59,3672225.89,367222.59,0,0,322318,32231.8,322318,32231.8,3e-7,0,60970.16,60970.16,3e-7,2934.11,293.41,4425387.39,99.98,177076.73,41.71,2182,2182,0,64,64,0,0,0,0,40,40,0,24,24,0,62.5,62.5,"∅",52342.31,5.82,52342.31,5.82,"∅",91805.65,11.67,91805.65,11.67,"∅",13429.92,3.94,13429.92,3.94,"∅",6.836,6.836,"∅",1358240.93,1358240.93,"∅",56.34,56.34,"∅",70245.44,70245.44,"∅",8.45,8.45,"∅",51,51,0,75,75,0,11,11,0,0.467,3.104,11.393,11.393,0,6,6,0,28,0,4,42,1.9,0.25,0.125,134,4,1,true,35,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,0.8,190,1,20,1,true,0.7,1.7,"Changed ""Reclaim bar body ≥ ATR × threshold → +1"": 1.6 => 0.8."
0,0,9873380.91,987338.09,9873380.91,987338.09,0,0,11363609.22,1136360.92,11363609.22,1136360.92,0,0,1490228.31,149022.83,1490228.31,149022.83,0,0,211373.32,211373.32,0,3407.97,340.8,13042104.76,99.99,738869.61,30.89,6431,6431,0,58,58,0,0,0,0,37,37,0,21,21,0,63.79,63.79,"∅",170230.71,7.93,170230.71,7.93,"∅",307124.57,14.37,307124.57,14.37,"∅",70963.25,3.42,70963.25,3.42,"∅",4.328,4.328,"∅",3629846.23,3629846.23,"∅",82.84,82.84,"∅",598915.32,598915.32,"∅",7.2,7.2,"∅",56,56,0,84,84,0,7,7,0,0.486,3.782,7.625,7.625,0,3,3,0,28,0,4,42,1.9,0.0625,0.125,134,4,1,true,35,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.7,1.8,"Changed ""Structure margin: k × ATR beyond ref"": 0.25 => 0.0625."
0,0,13800703.2,1380070.32,13800703.2,1380070.32,2e-7,0,14787054.64,1478705.46,14787054.64,1478705.46,0,0,986351.45,98635.14,986351.45,98635.14,-2e-7,0,238146.66,238146.66,-2e-7,3408.07,340.81,18229718.12,99.99,729342.92,30.89,8989,8989,0,58,58,0,0,0,0,38,38,0,20,20,0,65.52,65.52,"∅",237943.16,8.12,237943.16,8.12,"∅",389133.02,14.32,389133.02,14.32,"∅",49317.57,3.66,49317.57,3.66,"∅",7.89,7.89,"∅",5594315.72,5594315.72,"∅",82.84,82.84,"∅",284800.22,284800.22,"∅",7.2,7.2,"∅",57,57,0,83,83,0,8,8,0,0.49,4.008,14.992,14.992,0,4,4,0,28,0,4,42,1.9,0.25,0.125,134,4,1,true,35,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,1.375,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.7,1.7,"Changed ""Min headroom to last swing high (ATR ×)"": 0.75 => 1.375."
0,0,13800703.2,1380070.32,13800703.2,1380070.32,2e-7,0,14787054.64,1478705.46,14787054.64,1478705.46,0,0,986351.45,98635.14,986351.45,98635.14,-2e-7,0,238146.66,238146.66,-2e-7,3408.2,340.82,18229718.12,99.99,729342.92,30.89,8989,8989,0,58,58,0,0,0,0,38,38,0,20,20,0,65.52,65.52,"∅",237943.16,8.12,237943.16,8.12,"∅",389133.02,14.32,389133.02,14.32,"∅",49317.57,3.66,49317.57,3.66,"∅",7.89,7.89,"∅",5594315.72,5594315.72,"∅",82.84,82.84,"∅",284800.22,284800.22,"∅",7.2,7.2,"∅",57,57,0,83,83,0,8,8,0,0.49,4.008,14.992,14.992,0,4,4,0,28,0,4,42,1.9,0.25,0.125,134,4,1,true,35,81,286,9,9,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.7,1.6,"Changed ""RSI mid threshold (≥ is mid)"": 15 => 9."
0,0,6727557.74,672755.77,6727557.74,672755.77,1e-7,0,7359183.35,735918.34,7359183.35,735918.34,0,0,631625.61,63162.56,631625.61,63162.56,-1e-7,0,123256.1,123256.1,-1e-7,3408.2,340.82,8886776.26,99.99,355566.7,30.73,4382,4382,0,61,61,0,0,0,0,40,40,0,21,21,0,65.57,65.57,"∅",110287.83,7.29,110287.83,7.29,"∅",183979.58,13.11,183979.58,13.11,"∅",30077.41,3.78,30077.41,3.78,"∅",6.117,6.117,"∅",2727321.09,2727321.09,"∅",82.84,82.84,"∅",138897.16,138897.16,"∅",7.2,7.2,"∅",53,53,0,76,76,0,10,10,0,0.461,3.629,11.651,11.651,0,4,4,0,28,0,4,42,1.9,0.25,0.125,134,4,1,true,35,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,3,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.7,1.5,"Changed ""Headroom penalty weight (if too close)"": 2 => 3."
0,0,3079909.81,307990.98,3079909.81,307990.98,-3e-7,0,3479224.96,347922.5,3479224.96,347922.5,0,0,399315.15,39931.52,399315.15,39931.52,3e-7,0,58657.7,58657.7,3e-7,3407.86,340.79,4068585.7,99.98,162808.84,52.67,2007,2007,0,63,63,0,0,0,0,35,35,0,28,28,0,55.56,55.56,"∅",48887.46,6.45,48887.46,6.45,"∅",99406.43,15.16,99406.43,15.16,"∅",14261.26,4.44,14261.26,4.44,"∅",6.97,6.97,"∅",1248801.26,1248801.26,"∅",82.84,82.84,"∅",64159.11,64159.11,"∅",7.2,7.2,"∅",55,55,0,86,86,0,16,16,0,0.434,2.565,8.713,8.713,0,7,7,0,28,0,4,18,1.9,0.25,0.125,134,4,1,true,35,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.7,1.5,"Changed ""ATR length (for SL / 1R)"": 42 => 18."
0,0,12343882.69,1234388.27,12343882.69,1234388.27,3e-7,0,13243258.25,1324325.83,13243258.25,1324325.83,0,0,899375.56,89937.56,899375.56,89937.56,-3e-7,0,213689.85,213689.85,-3e-7,3407.94,340.79,16305398.97,99.99,652358.06,30.89,8040,8040,0,59,59,0,0,0,0,38,38,0,21,21,0,64.41,64.41,"∅",209218.35,7.91,209218.35,7.91,"∅",348506.8,14.3,348506.8,14.3,"∅",42827.41,3.64,42827.41,3.64,"∅",8.137,8.137,"∅",5003815.25,5003815.25,"∅",82.84,82.84,"∅",254226.74,254226.74,"∅",7.2,7.2,"∅",56,56,0,82,82,0,7,7,0,0.486,3.961,14.725,14.725,0,4,4,0,28,0,4,42,1.9,0.25,0.125,134,4,1,true,35,81,286,9,21,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.7,1.9,"Changed ""RSI mid threshold (≥ is mid)"": 15 => 21."
0,0,13659817.54,1365981.75,13659817.54,1365981.75,4e-7,0,14632972.56,1463297.26,14632972.56,1463297.26,0,0,973155.02,97315.5,973155.02,97315.5,-4e-7,0,235538.91,235538.91,-4e-7,3407.94,340.79,18043621.77,99.99,721897.87,30.81,8897,8897,0,58,58,0,0,0,0,38,38,0,20,20,0,65.52,65.52,"∅",235514.1,8.11,235514.1,8.11,"∅",385078.23,14.3,385078.23,14.3,"∅",48657.75,3.66,48657.75,3.66,"∅",7.914,7.914,"∅",5537209.94,5537209.94,"∅",82.84,82.84,"∅",281893.02,281893.02,"∅",7.2,7.2,"∅",57,57,0,84,84,0,8,8,0,0.489,4.006,15.037,15.037,0,4,4,0,28,0,4,42,1.9,0.25,0.125,134,4,1,true,35,81,286,9,15,33,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.7,2,"Changed ""RSI strong threshold (≥ is strong)"": 36 => 33."
0,0,13800703.2,1380070.32,13800703.2,1380070.32,2e-7,0,14787054.64,1478705.46,14787054.64,1478705.46,0,0,986351.45,98635.14,986351.45,98635.14,-2e-7,0,238146.66,238146.66,-2e-7,3407.85,340.79,18229718.12,99.99,729342.92,30.89,8989,8989,0,58,58,0,0,0,0,38,38,0,20,20,0,65.52,65.52,"∅",237943.16,8.12,237943.16,8.12,"∅",389133.02,14.32,389133.02,14.32,"∅",49317.57,3.66,49317.57,3.66,"∅",7.89,7.89,"∅",5594315.72,5594315.72,"∅",82.84,82.84,"∅",284800.22,284800.22,"∅",7.2,7.2,"∅",57,57,0,83,83,0,8,8,0,0.49,4.008,14.992,14.992,0,4,4,0,28,0,4,42,1.9,0.25,0.125,134,4,1,true,35,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,8,1.6,190,1,20,1,true,0.8,1.9,"Changed ""ATR length (normalize momentum/room)"": 6 => 8."
0,0,10164353.7,1016435.37,10164353.7,1016435.37,-4e-7,0,10897779.83,1089777.98,10897779.83,1089777.98,0,0,733426.14,73342.61,733426.14,73342.61,4e-7,0,176320.9,176320.9,4e-7,3407.79,340.78,13426451.74,99.99,537182.14,31.87,6621,6621,0,58,58,0,0,0,0,38,38,0,20,20,0,65.52,65.52,"∅",175247.48,7.91,175247.48,7.91,"∅",286783.68,14.02,286783.68,14.02,"∅",36671.31,3.69,36671.31,3.69,"∅",7.82,7.82,"∅",4120375.47,4120375.47,"∅",82.84,82.84,"∅",210245.24,210245.24,"∅",7.2,7.2,"∅",56,56,0,82,82,0,8,8,0,0.477,3.827,14.859,14.859,0,4,4,0,32,0,4,42,1.9,0.25,0.125,134,4,1,true,35,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.7,1.6,"Changed ""Equal High/Low scan window (bars)"": 28 => 32."
0,0,13800703.2,1380070.32,13800703.2,1380070.32,2e-7,0,14787054.64,1478705.46,14787054.64,1478705.46,0,0,986351.45,98635.14,986351.45,98635.14,-2e-7,0,238146.66,238146.66,-2e-7,3407.7,340.77,18229718.12,99.99,729342.92,30.89,8989,8989,0,58,58,0,0,0,0,38,38,0,20,20,0,65.52,65.52,"∅",237943.16,8.12,237943.16,8.12,"∅",389133.02,14.32,389133.02,14.32,"∅",49317.57,3.66,49317.57,3.66,"∅",7.89,7.89,"∅",5594315.72,5594315.72,"∅",82.84,82.84,"∅",284800.22,284800.22,"∅",7.2,7.2,"∅",57,57,0,83,83,0,8,8,0,0.49,4.008,14.992,14.992,0,4,4,0,28,0,4,42,1.9,0.25,0.125,134,4,1,true,35,81,286,9,15,36,true,21,13,0.8,true,true,10,1.7,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.7,1.5,"Changed ""Volume threshold: current > MA ×"": 1.4 => 1.7."
0,0,9873380.91,987338.09,9873380.91,987338.09,0,0,11363609.22,1136360.92,11363609.22,1136360.92,0,0,1490228.31,149022.83,1490228.31,149022.83,0,0,211373.32,211373.32,0,3407.7,340.77,13042104.76,99.99,738869.61,30.89,6431,6431,0,58,58,0,0,0,0,37,37,0,21,21,0,63.79,63.79,"∅",170230.71,7.93,170230.71,7.93,"∅",307124.57,14.37,307124.57,14.37,"∅",70963.25,3.42,70963.25,3.42,"∅",4.328,4.328,"∅",3629846.23,3629846.23,"∅",82.84,82.84,"∅",598915.32,598915.32,"∅",7.2,7.2,"∅",56,56,0,84,84,0,7,7,0,0.486,3.782,7.625,7.625,0,3,3,0,28,0,4,42,1.9,0.0625,0.125,134,4,1,true,35,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.8,1.4,"Changed ""Structure margin: k × ATR beyond ref"": 0.25 => 0.0625."
0,0,13800703.2,1380070.32,13800703.2,1380070.32,2e-7,0,14787054.64,1478705.46,14787054.64,1478705.46,0,0,986351.45,98635.14,986351.45,98635.14,-2e-7,0,238146.66,238146.66,-2e-7,3406.95,340.7,18229718.12,99.99,729342.92,30.89,8989,8989,0,58,58,0,0,0,0,38,38,0,20,20,0,65.52,65.52,"∅",237943.16,8.12,237943.16,8.12,"∅",389133.02,14.32,389133.02,14.32,"∅",49317.57,3.66,49317.57,3.66,"∅",7.89,7.89,"∅",5594315.72,5594315.72,"∅",82.84,82.84,"∅",284800.22,284800.22,"∅",7.2,7.2,"∅",57,57,0,83,83,0,8,8,0,0.49,4.008,14.992,14.992,0,4,4,0,28,0,4,42,1.9,0.25,0.125,134,4,1,true,35,81,286,9,15,36,true,21,13,0.8,true,true,11,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,1,true,0.7,1.8,"Changed ""Volume MA length"": 10 => 11."
0,0,13800703.2,1380070.32,13800703.2,1380070.32,2e-7,0,14787054.64,1478705.46,14787054.64,1478705.46,0,0,986351.45,98635.14,986351.45,98635.14,-2e-7,0,238146.66,238146.66,-2e-7,3406.22,340.62,18229718.12,99.99,729342.92,30.89,8989,8989,0,58,58,0,0,0,0,38,38,0,20,20,0,65.52,65.52,"∅",237943.16,8.12,237943.16,8.12,"∅",389133.02,14.32,389133.02,14.32,"∅",49317.57,3.66,49317.57,3.66,"∅",7.89,7.89,"∅",5594315.72,5594315.72,"∅",82.84,82.84,"∅",284800.22,284800.22,"∅",7.2,7.2,"∅",57,57,0,83,83,0,8,8,0,0.49,4.008,14.992,14.992,0,4,4,0,28,0,4,42,1.9,0.25,0.125,134,4,1,true,35,81,286,9,15,36,true,21,13,0.8,true,true,10,1.4,0.8,0.3,0.7,0.75,2,0.015,1,5,1,1,true,0,true,true,true,true,true,200,80,true,6,1.6,190,1,20,0,true,0.4,1.7,"Changed ""Multi-sweep bonus threshold"": 1 => 0."
